Dependents,LoanAmount,CreditHistory,LoanStatus,TotalIncome,IncomeLoanRatio,LoanTermYears,Has_CoApplicantIncome,Gender_Male,Married_Yes,Education_Not Graduate,PropertyArea_Semiurban,PropertyArea_Urban,SelfEmployed_Yes
1.0,96.0,1.0,1,3428.0,28.004667444574096,30.0,1,True,True,False,False,True,False
0.0,140.0,1.0,1,6500.0,21.53846153846154,30.0,1,True,False,False,False,False,False
0.0,146.36949152542374,1.0,0,2000.0,73.18474576271187,30.0,0,True,False,True,False,True,False
0.0,135.0,1.0,1,5428.0,24.871039056742816,30.0,1,False,False,False,False,False,False
0.0,104.0,0.0,0,4263.0,24.39596528266479,30.0,1,False,False,False,False,True,False
0.0,262.5,1.0,0,10161.75,25.832164735404827,30.0,0,True,False,False,False,False,False
2.0,185.0,0.8413547237076648,1,7667.0,24.129385678883526,30.0,0,True,True,True,False,False,False
0.0,84.0,1.0,1,2917.0,28.79670894754885,30.0,0,False,False,False,True,False,False
0.0,111.0,1.0,1,5332.0,20.817704426106527,30.0,1,True,False,True,True,False,False
0.0,56.0,1.0,1,2507.0,22.337455125648184,30.0,0,False,False,False,False,False,False
2.0,144.0,0.8413547237076648,1,5746.0,25.06091193873999,7.0,0,True,True,False,False,False,True
0.0,159.0,1.0,0,4316.0,36.83966635773864,30.0,1,True,True,False,False,False,False
1.0,111.0,1.0,1,5039.0,22.02818019448303,15.0,1,True,True,True,False,True,False
2.0,120.0,1.0,1,3717.0,32.28410008071025,30.0,0,True,True,False,True,False,False
0.0,88.0,0.8413547237076648,1,4192.0,20.99236641221374,30.0,1,True,True,False,False,True,False
1.0,112.0,0.8413547237076648,1,3541.0,31.62948319683705,30.0,0,False,False,False,True,False,False
1.0,155.0,1.0,0,10000.0,15.5,30.0,0,True,True,False,False,False,True
0.0,115.0,1.0,1,4567.0,25.180643748631486,30.0,1,True,True,False,True,False,False
3.0,124.0,1.0,1,4531.0,27.367027146325313,30.0,1,True,True,False,True,False,False
2.0,146.36949152542374,1.0,1,5191.0,28.196781260917692,30.0,1,True,True,True,False,False,False
0.0,132.0,0.8413547237076648,1,6151.0,21.459925215412127,30.0,1,False,False,False,False,False,False
3.0,262.5,1.0,1,10161.75,25.832164735404827,30.0,0,True,True,False,False,False,False
1.0,262.5,0.0,0,13649.0,19.232178181551763,30.0,1,True,True,False,False,False,True
0.0,130.0,0.0,1,4917.0,26.438885499288183,30.0,0,True,False,False,False,False,False
0.0,184.0,1.0,1,7978.0,23.063424417147154,30.0,1,True,True,False,True,False,True
0.0,110.0,1.0,0,6784.0,16.214622641509433,30.0,1,False,True,False,False,True,False
0.0,67.0,1.0,1,2500.0,26.8,30.0,0,False,False,False,False,True,False
1.0,117.0,1.0,1,6177.0,18.94123360854784,30.0,1,True,False,False,False,True,False
0.0,98.0,1.0,1,2935.0,33.3901192504259,30.0,0,True,False,False,True,False,False
0.7629382303839732,71.0,1.0,1,2833.0,25.061771973173315,30.0,0,True,False,False,False,True,False
0.0,262.5,1.0,1,10161.75,25.832164735404827,15.0,0,True,True,False,False,True,False
1.0,182.0,1.0,1,11666.0,15.600891479513114,15.0,1,True,True,False,False,True,True
0.7629382303839732,70.0,1.0,1,9993.0,7.004903432402682,28.492462311557787,1,True,True,False,True,False,True
1.0,160.0,1.0,1,5938.0,26.94509936005389,30.0,1,True,True,False,False,False,False
2.0,176.0,1.0,1,7100.0,24.788732394366196,30.0,1,True,True,False,False,False,True
3.0,146.36949152542374,0.0,0,1830.0,79.98332870241734,30.0,0,False,False,True,False,True,False
0.0,71.0,1.0,1,4160.0,17.067307692307693,30.0,0,False,False,False,True,False,False
3.0,173.0,1.0,0,4234.0,40.859707132735004,30.0,1,True,True,True,False,False,False
0.0,46.0,1.0,0,2378.0,19.343986543313708,30.0,0,False,False,False,False,False,False
1.0,158.0,1.0,1,5783.0,27.3214594501124,30.0,1,True,True,True,False,True,False
3.0,74.0,1.0,1,3173.0,23.321777497636305,30.0,0,True,True,True,True,False,False
2.0,125.0,1.0,1,4913.0,25.4427030327702,30.0,1,True,True,False,False,False,False
0.0,160.0,1.0,1,4957.0,32.27758725035304,30.0,1,True,True,False,True,False,False
0.7629382303839732,152.0,0.0,0,6753.0,22.50851473419221,30.0,1,True,True,True,False,False,False
2.0,126.0,1.0,1,5251.0,23.995429442011044,30.0,1,True,True,True,False,True,False
0.0,259.0,0.8413547237076648,1,10916.0,23.72663979479663,30.0,1,True,True,False,True,False,False
0.0,187.0,1.0,1,8385.0,22.301729278473463,30.0,1,True,True,False,False,False,False
0.0,228.0,1.0,1,9083.0,25.101838599581637,30.0,0,True,True,False,True,False,False
0.0,262.5,1.0,0,12917.0,20.32205620500116,30.0,1,True,False,False,False,False,False
3.0,95.0,1.0,1,4749.0,20.00421141292904,30.0,1,True,True,False,False,False,False
0.0,105.0,0.0,0,5500.0,19.09090909090909,30.0,0,False,True,False,False,False,True
0.0,130.0,1.0,1,2928.0,44.39890710382514,30.0,1,False,True,False,True,False,False
0.7629382303839732,116.0,1.0,1,3813.0,30.42223970626803,15.0,0,False,False,False,False,True,False
2.0,165.0,1.0,1,11500.0,14.347826086956522,30.0,1,True,True,False,False,False,False
1.0,67.0,1.0,0,3875.0,17.29032258064516,30.0,0,True,True,False,False,True,False
0.0,100.0,0.0,0,4666.0,21.43163309044149,40.0,1,True,True,True,False,True,False
3.0,200.0,1.0,1,8334.0,23.99808015358771,30.0,1,True,True,False,True,False,False
1.0,81.0,1.0,0,4723.0,17.150116451408003,30.0,0,False,False,False,True,False,False
2.0,236.0,1.0,1,8667.0,27.229721933771778,30.0,1,True,True,False,True,False,False
0.0,130.0,1.0,1,7083.0,18.353804884935762,30.0,1,True,True,False,False,True,False
0.0,95.0,0.8413547237076648,1,6046.0,15.7128680119087,25.0,1,True,True,False,False,True,False
0.0,141.0,1.0,1,6822.0,20.668425681618295,30.0,0,True,False,False,False,False,True
0.0,133.0,1.0,0,6216.0,21.396396396396398,30.0,0,True,False,True,False,False,False
0.0,96.0,1.0,0,2500.0,38.4,40.0,0,True,False,False,True,False,False
0.0,124.0,0.0,0,5124.0,24.19984387197502,28.492462311557787,0,True,False,False,False,False,False
1.0,175.0,1.0,1,6325.0,27.66798418972332,30.0,0,True,True,False,True,False,False
0.0,262.5,1.0,0,15427.75,17.014794769165952,30.0,1,True,True,False,False,False,False
0.0,55.0,1.0,1,10161.75,5.41245356360863,30.0,0,False,False,False,True,False,True
2.0,155.0,1.0,1,5185.0,29.893924783027966,30.0,0,True,True,False,True,False,False
2.0,262.5,1.0,1,15083.0,17.403699529271364,25.0,1,True,True,False,False,False,True
1.0,111.0,0.0,0,5049.0,21.984551396316103,15.0,1,True,False,False,False,True,False
0.0,110.0,1.0,1,4223.0,26.04783329386692,30.0,1,False,False,False,False,True,False
0.0,120.0,1.0,1,5740.0,20.905923344947734,15.0,1,True,True,False,False,True,False
3.0,130.0,1.0,1,13746.0,9.457296668121636,30.0,1,True,True,False,False,False,False
0.0,130.0,0.8413547237076648,1,4310.0,30.162412993039442,30.0,0,True,True,False,True,False,False
0.0,71.0,1.0,0,3069.0,23.134571521668295,40.0,0,True,False,False,False,True,False
2.0,130.0,1.0,1,5391.0,24.114264514932295,30.0,0,True,True,False,False,True,False
0.0,128.0,1.0,1,5833.0,21.944111092062403,30.0,1,True,True,False,True,False,False
0.0,262.5,1.0,1,10173.0,25.803597758773222,30.0,1,True,False,False,True,False,False
0.0,156.0,1.0,1,6000.0,26.0,30.0,0,False,False,False,False,True,False
0.0,128.0,1.0,1,7167.0,17.859634435607646,30.0,0,True,False,False,False,True,True
2.0,100.0,1.0,0,4566.0,21.901007446342533,30.0,0,True,True,False,False,True,False
1.0,113.0,1.0,1,3667.0,30.815380419961823,15.0,0,True,False,False,False,True,False
0.0,132.0,1.0,1,3946.0,33.45159655347187,30.0,1,True,False,True,True,False,False
0.0,146.36949152542374,0.0,0,6146.0,23.815407016827812,30.0,1,True,True,True,False,True,False
0.0,136.0,1.0,1,4750.0,28.63157894736842,30.0,1,True,True,False,False,True,False
0.0,125.0,1.0,1,5488.0,22.776967930029155,30.0,0,True,True,False,False,False,False
3.0,185.0,1.0,1,9167.0,20.18108432420639,30.0,0,True,False,False,False,False,False
3.0,262.5,1.0,1,9504.0,27.619949494949495,30.0,0,True,True,False,False,False,False
0.0,120.0,0.8413547237076648,1,4698.0,25.54278416347382,30.0,1,True,True,False,False,True,False
2.0,113.0,1.0,1,3618.0,31.232725262576007,15.0,1,True,True,True,True,False,False
2.0,113.0,1.0,1,4500.0,25.11111111111111,30.0,1,True,True,False,False,True,False
2.0,135.0,0.8413547237076648,1,3760.0,35.90425531914894,30.0,1,True,True,False,True,False,False
0.0,71.0,0.0,0,3180.0,22.32704402515723,30.0,0,False,False,False,False,True,False
0.0,95.0,1.0,1,4492.0,21.148708815672308,30.0,1,True,True,False,False,True,False
0.0,109.0,1.0,1,5568.0,19.576149425287355,30.0,1,True,False,True,False,False,False
0.0,103.0,0.0,0,3300.0,31.21212121212121,30.0,1,False,False,False,True,False,False
2.0,45.0,0.0,0,2889.0,15.576323987538942,15.0,0,True,True,True,False,True,False
0.0,65.0,1.0,0,2755.0,23.593466424682397,25.0,0,True,False,True,False,False,False
0.0,103.0,1.0,1,8260.0,12.469733656174334,30.0,1,True,False,False,True,False,False
0.0,53.0,1.0,1,1963.0,26.999490575649517,30.0,0,False,False,True,True,False,False
0.0,194.0,1.0,0,7441.0,26.071764547775835,30.0,0,False,False,False,False,False,True
0.0,115.0,1.0,1,4547.0,25.29140092368595,30.0,0,False,False,False,True,False,False
0.0,115.0,1.0,1,4567.0,25.180643748631486,30.0,1,True,True,True,False,True,False
0.0,66.0,1.0,1,2213.0,29.8237686398554,30.0,0,False,False,True,False,False,False
1.0,152.0,0.0,0,8300.0,18.313253012048193,25.0,0,True,True,False,True,False,False
3.0,262.5,0.0,0,10161.75,25.832164735404827,30.0,0,True,True,False,False,False,False
1.0,62.0,1.0,0,3867.0,16.03310059477631,30.0,0,False,False,True,True,False,True
0.0,160.0,0.8413547237076648,1,6256.0,25.575447570332482,30.0,0,True,True,False,False,True,False
0.0,218.0,0.0,0,6096.0,35.76115485564304,30.0,0,True,True,True,False,False,False
0.0,110.0,1.0,1,4286.0,25.664955669622024,30.0,1,True,True,True,False,False,False
0.0,178.0,0.0,0,5386.0,33.04864463423691,30.0,1,False,True,True,True,False,False
0.0,60.0,1.0,1,2995.0,20.03338898163606,30.0,0,False,False,False,False,True,False
1.0,160.0,1.0,0,2600.0,61.53846153846154,30.0,0,False,False,False,False,True,False
2.0,239.0,1.0,0,7360.0,32.47282608695652,30.0,1,True,True,False,False,True,True
0.0,112.0,1.0,1,3798.0,29.48920484465508,30.0,1,True,True,False,False,False,False
0.0,138.0,1.0,1,4663.0,29.59468153549217,30.0,1,True,True,False,True,False,False
0.0,138.0,1.0,1,5829.0,23.674729799279465,30.0,0,True,True,False,False,False,False
0.0,80.0,0.0,0,2720.0,29.41176470588235,28.492462311557787,0,False,False,True,False,True,False
0.0,100.0,1.0,1,3539.0,28.256569652444192,30.0,1,True,True,False,False,True,False
1.0,110.0,0.0,0,8917.0,12.33598743972188,28.492462311557787,1,True,True,False,False,True,False
0.0,96.0,1.0,1,10161.75,9.447191674662337,30.0,0,True,True,False,True,False,False
0.0,121.0,1.0,1,6966.0,17.37008326155613,30.0,1,True,True,False,False,False,False
1.0,81.0,1.0,0,4606.0,17.585757707338253,30.0,0,False,False,True,False,False,False
2.0,133.0,1.0,1,5935.0,22.40943555181129,30.0,0,True,True,False,True,False,False
0.0,87.0,1.0,1,2936.12000084,29.630941506174818,30.0,1,True,True,False,False,False,False
0.0,60.0,1.0,1,2717.0,22.08317997791682,15.0,0,True,False,True,False,True,False
1.0,150.0,1.0,1,8624.0,17.393320964749535,30.0,0,False,False,False,True,False,True
0.0,105.0,0.0,0,6500.0,16.153846153846153,30.0,0,True,False,False,False,False,False
0.0,262.5,1.0,1,10161.75,25.832164735404827,30.0,0,True,False,False,True,False,False
0.0,143.0,1.0,1,4765.0,30.010493179433368,30.0,1,True,True,False,True,False,False
0.0,100.0,1.0,1,3750.0,26.666666666666668,30.0,0,True,False,False,False,True,False
0.0,50.0,1.0,1,3777.0,13.238019592268996,30.0,1,True,False,False,True,False,False
0.0,146.36949152542374,1.0,1,3338.0,43.849458216124546,30.0,1,True,True,False,False,True,False
0.0,187.0,0.0,0,10161.75,18.40234211626934,30.0,0,True,False,False,False,True,True
0.0,138.0,1.0,1,7142.0,19.322318678241388,30.0,0,False,True,True,False,False,True
0.0,187.0,1.0,1,8724.0,21.435121503897296,30.0,1,True,False,False,True,False,False
0.0,180.0,1.0,1,9734.0,18.491884117526197,30.0,1,True,True,False,False,False,False
3.0,148.0,1.0,1,6700.0,22.08955223880597,30.0,1,True,False,True,True,False,False
1.0,152.0,1.0,1,10161.75,14.958053484882033,30.0,0,True,False,False,True,False,False
0.0,175.0,0.8413547237076648,1,13093.0,13.365920720995952,25.0,1,True,True,False,False,False,False
1.0,130.0,1.0,1,4676.0,27.80153977758768,30.0,1,True,True,False,False,False,True
2.0,110.0,1.0,1,4652.0,23.6457437661221,30.0,0,True,True,True,False,False,False
0.0,55.0,1.0,0,4915.0,11.190233977619531,30.0,1,True,True,False,False,False,False
2.0,150.0,0.0,0,5050.0,29.702970297029704,30.0,1,True,True,False,False,False,False
1.0,190.0,0.8413547237076648,0,4311.0,44.07330085826954,30.0,1,True,False,True,True,False,True
2.0,125.0,0.0,0,3564.0,35.072951739618404,30.0,1,True,True,True,False,False,False
2.0,60.0,0.8413547237076648,1,3414.0,17.57469244288225,25.0,1,True,True,True,False,True,False
0.0,149.0,0.0,0,5681.0,26.22777679985918,30.0,1,True,True,False,False,False,False
0.0,90.0,0.0,1,4949.0,18.185492018589613,15.0,1,True,True,False,False,False,False
0.0,84.0,1.0,1,7085.0,11.856033874382499,30.0,0,True,False,False,True,False,True
2.0,96.0,1.0,1,3859.0,24.876911116869657,30.0,0,True,True,False,True,False,False
0.0,118.0,1.0,1,4301.0,27.435480120902117,30.0,0,True,True,False,False,True,False
0.0,173.0,1.0,0,6277.0,27.560936753226063,30.0,1,True,True,False,False,True,False
2.0,136.0,1.0,1,4354.0,31.23564538355535,30.0,0,True,False,False,False,False,False
0.0,160.0,1.0,0,8334.0,19.19846412287017,30.0,0,True,True,False,True,False,False
0.0,160.0,0.8413547237076648,1,6166.0,25.948751216347713,30.0,1,True,True,False,True,False,True
3.0,128.0,1.0,1,7740.0,16.537467700258397,15.0,0,True,True,False,False,True,False
0.0,153.0,1.0,1,5203.0,29.40611185854315,30.0,1,True,True,False,False,False,False
1.0,132.0,1.0,1,5191.0,25.42862646888846,30.0,0,False,False,True,True,False,False
0.0,98.0,0.0,0,4166.0,23.523763802208354,30.0,0,True,False,False,True,False,False
0.0,140.0,1.0,1,6000.0,23.333333333333332,30.0,0,True,False,False,False,False,False
3.0,70.0,0.0,0,4611.0,15.181088700932552,15.0,1,True,True,True,False,True,False
0.0,110.0,1.0,1,10161.75,10.82490712721726,30.0,0,True,True,False,True,False,False
2.0,98.0,1.0,1,3127.0,31.33994243684042,30.0,1,False,True,True,True,False,False
0.0,110.0,1.0,0,6784.0,16.214622641509433,30.0,1,True,True,False,False,True,False
1.0,162.0,1.0,1,5529.0,29.30005425935974,30.0,1,True,True,False,True,False,True
1.0,113.0,0.0,0,4153.0,27.209246327955693,15.0,1,True,True,True,False,False,False
3.0,100.0,1.0,1,4691.0,21.317416329140908,30.0,0,True,True,False,True,False,False
0.0,93.0,0.8413547237076648,1,2500.0,37.2,30.0,0,False,False,False,False,True,True
2.0,162.0,1.0,1,10180.0,15.913555992141454,30.0,1,True,False,False,False,False,False
2.0,150.0,1.0,1,11175.75,13.421917992081069,30.0,1,True,True,False,False,False,True
2.0,230.0,1.0,1,8450.0,27.218934911242602,25.0,1,True,True,False,True,False,False
2.0,132.0,0.0,0,4745.0,27.818756585879875,30.0,1,True,True,False,True,False,False
1.0,86.0,1.0,1,12411.75,6.928918162225311,30.0,1,True,True,False,True,False,True
2.0,146.36949152542374,1.0,0,4550.0,32.169119016576644,30.0,1,True,True,False,False,True,False
0.0,154.0,1.0,1,4350.0,35.40229885057471,30.0,0,False,False,True,False,False,False
3.0,113.0,1.0,1,3095.0,36.51050080775444,30.0,0,True,True,True,False,False,False
0.0,128.0,1.0,1,5233.0,24.460156697878844,30.0,1,True,True,False,True,False,False
0.0,234.0,1.0,1,10161.75,23.027529706989444,30.0,0,True,True,False,True,False,False
2.0,246.0,1.0,1,8333.0,29.52118084723389,30.0,0,True,True,False,True,False,False
1.0,131.0,1.0,1,4394.0,29.813381884387802,30.0,1,True,True,True,False,False,False
2.0,80.0,0.0,0,3547.0,22.554271215111363,30.0,0,True,False,False,False,False,False
1.0,262.5,1.0,0,10161.75,25.832164735404827,30.0,0,True,True,False,False,True,False
2.0,160.0,1.0,1,6666.0,24.002400240024002,30.0,1,True,True,False,True,False,True
0.0,75.0,1.0,0,2435.0,30.80082135523614,30.0,0,True,False,False,False,True,False
0.0,96.0,0.8413547237076648,1,5484.0,17.505470459518598,30.0,1,True,False,True,True,False,False
1.0,186.0,0.8413547237076648,1,6464.0,28.774752475247524,30.0,1,True,True,True,False,True,False
0.0,110.0,1.0,1,3691.0,29.802221620157137,30.0,0,True,False,True,False,False,False
0.0,225.0,1.0,1,10161.75,22.141855487489853,30.0,0,False,False,True,True,False,True
0.0,119.0,0.0,0,5754.0,20.68126520681265,30.0,1,True,True,False,False,False,False
1.0,105.0,1.0,1,4239.0,24.769992922859164,7.0,1,False,True,False,True,False,False
0.0,107.0,1.0,1,4300.0,24.88372093023256,30.0,1,True,True,True,False,False,False
0.0,111.0,0.8413547237076648,1,7482.0,14.83560545308741,1.0,1,True,True,False,False,True,False
1.0,95.0,1.0,1,2895.0,32.81519861830743,30.0,0,True,True,False,True,False,True
0.0,209.0,0.0,0,10699.0,19.534535937938124,30.0,1,True,False,False,False,False,False
0.0,113.0,1.0,1,4328.0,26.109057301293902,40.0,1,False,False,False,False,False,False
0.0,100.0,1.0,1,3159.0,31.655587211142766,30.0,0,False,False,False,True,False,False
2.0,208.0,1.0,1,10489.0,19.83029840785585,30.0,1,True,True,False,True,False,False
1.0,138.0,0.8413547237076648,0,9352.0,14.756201881950386,30.0,1,True,True,True,False,False,False
0.0,124.0,1.0,1,5297.0,23.4094770624882,25.0,1,True,True,True,True,False,False
2.0,243.0,1.0,1,7926.0,30.658591975775927,30.0,1,True,True,False,False,False,False
0.0,262.5,0.8413547237076648,1,15921.75,16.486881153139574,30.0,1,True,True,False,False,True,False
0.0,96.0,1.0,0,3583.0,26.793190064192018,30.0,0,True,False,False,False,True,False
0.0,188.0,1.0,1,5492.0,34.23160961398398,30.0,1,True,True,False,False,True,True
1.0,40.0,1.0,1,10161.75,3.9363298644426403,30.0,0,False,False,False,False,True,False
0.0,100.0,1.0,0,4885.0,20.470829068577277,30.0,1,True,False,True,False,False,False
1.0,250.0,1.0,1,8069.0,30.982773577890693,30.0,1,True,True,False,True,False,False
2.0,148.0,1.0,1,5318.0,27.830011282437006,30.0,1,True,True,False,False,True,False
0.0,70.0,1.0,0,7890.0,8.871989860583016,15.0,1,True,True,False,True,False,False
0.0,262.5,1.0,0,9481.0,27.68695285307457,30.0,1,True,False,False,False,False,False
3.0,150.0,1.0,1,6894.0,21.75805047867711,30.0,1,True,True,False,False,False,False
2.0,113.0,1.0,1,3663.0,30.84903084903085,40.0,1,False,True,False,True,False,False
0.7629382303839732,123.0,0.0,0,4874.0,25.235945835043086,30.0,1,True,True,True,True,False,False
0.0,185.0,1.0,0,6598.0,28.03879963625341,30.0,1,True,False,False,True,False,False
0.0,95.0,1.0,0,3400.0,27.941176470588236,30.0,0,False,False,True,False,False,False
2.0,45.0,1.0,1,3934.0,11.438739196746313,30.0,1,True,True,True,True,False,False
0.0,55.0,1.0,1,2500.0,22.0,30.0,0,True,False,False,True,False,False
3.0,100.0,1.0,1,7101.0,14.08252358822701,30.0,1,True,True,False,False,False,True
2.0,262.5,1.0,1,13708.0,19.149401809162534,30.0,1,True,True,False,False,False,True
0.0,146.36949152542374,1.0,0,6767.0,21.629893826721403,30.0,1,True,False,False,True,False,False
2.0,262.5,1.0,1,10161.75,25.832164735404827,30.0,0,True,True,False,False,False,True
0.0,110.0,1.0,1,3775.0,29.13907284768212,30.0,0,True,True,False,True,False,False
1.0,161.0,0.0,1,6715.0,23.976172747580044,30.0,1,True,True,True,True,False,False
1.0,94.0,1.0,1,3981.0,23.61215774930922,30.0,1,True,False,True,True,False,False
0.0,130.0,1.0,1,6783.0,19.165560961226596,30.0,0,True,False,True,True,False,False
0.0,216.0,0.8413547237076648,1,6525.0,33.10344827586207,30.0,1,True,True,False,False,False,False
3.0,100.0,1.0,1,4281.0,23.3590282644242,30.0,0,True,True,False,False,True,False
2.0,110.0,0.0,0,3588.0,30.657748049052397,30.0,0,True,False,False,False,False,False
1.0,196.0,0.8413547237076648,0,10161.75,19.288016335768937,30.0,0,True,False,False,True,False,False
0.0,125.0,1.0,1,10161.75,12.30103082638325,30.0,0,False,False,True,False,True,True
0.0,126.0,1.0,1,4592.0,27.4390243902439,30.0,1,True,False,True,False,False,False
0.0,262.5,1.0,1,10039.0,26.14802271142544,30.0,1,True,True,False,False,True,False
2.0,107.0,1.0,1,3617.0,29.58252695604092,30.0,0,True,False,False,True,False,False
0.0,66.0,1.0,0,3453.0,19.113814074717638,30.0,1,True,True,True,False,False,False
3.0,157.0,1.0,1,6417.0,24.46626149290946,15.0,0,True,True,False,False,False,False
1.0,140.0,1.0,1,7453.0,18.784382128002147,15.0,1,False,True,False,True,False,False
0.0,99.0,0.0,0,2138.0,46.30495790458372,30.0,0,False,False,False,True,False,False
1.0,95.0,1.0,1,3652.0,26.013143483023,30.0,0,False,False,False,True,False,False
1.0,128.0,1.0,1,4763.0,26.873819021625025,30.0,1,True,True,True,False,True,False
0.0,102.0,0.8413547237076648,1,3680.0,27.717391304347824,30.0,1,False,True,True,True,False,False
0.0,155.0,1.0,1,4718.0,32.852903772785076,30.0,1,True,True,False,False,False,False
0.0,80.0,1.0,0,3358.0,23.823704586063133,3.0,0,True,False,True,True,False,False
0.0,145.0,1.0,1,4309.0,33.65049895567417,30.0,1,True,False,False,False,False,False
0.0,103.0,0.0,0,5000.0,20.6,30.0,0,False,False,False,True,False,False
0.0,110.0,1.0,1,4801.0,22.911893355550927,30.0,1,True,True,False,False,False,False
2.0,146.36949152542374,0.0,0,6633.0,22.06686137877638,30.0,0,True,True,False,False,False,True
1.0,146.36949152542374,1.0,1,4867.0,30.07386306254854,30.0,1,True,True,True,False,False,False
1.0,158.0,1.0,1,6583.0,24.001215251405135,30.0,1,True,True,False,False,True,False
0.0,181.0,0.0,0,4787.0,37.81073741382912,30.0,1,True,True,True,False,True,False
0.0,132.0,0.0,0,7859.0,16.79603002926581,15.0,1,True,True,False,False,False,False
1.0,26.0,1.0,1,6500.0,4.0,30.0,1,True,True,False,True,False,False
0.0,84.0,0.8413547237076648,1,4292.0,19.571295433364398,30.0,1,False,False,False,False,True,False
3.0,260.0,1.0,1,10139.0,25.64355459118256,30.0,0,True,True,False,True,False,True
0.0,162.0,1.0,1,6556.0,24.71018913971934,30.0,1,True,True,False,True,False,False
0.0,182.0,1.0,1,6486.0,28.060437866173295,30.0,1,False,True,False,True,False,False
2.0,108.0,1.0,1,3917.0,27.572121521572633,30.0,1,True,True,True,True,False,False
1.0,262.5,1.0,1,10161.75,25.832164735404827,30.0,0,False,True,False,True,False,True
0.0,211.0,1.0,1,7977.0,26.45104675943337,30.0,1,True,True,False,False,False,False
0.0,132.0,1.0,1,5800.0,22.75862068965517,30.0,0,True,False,True,True,False,True
2.0,258.0,0.0,0,8799.0,29.321513808387316,30.0,0,True,True,False,False,True,False
0.0,120.0,0.8413547237076648,1,4467.0,26.863666890530556,30.0,0,True,True,True,False,False,False
0.0,70.0,1.0,1,3333.0,21.002100210021002,30.0,0,True,False,False,False,True,False
3.0,123.0,0.0,0,5900.0,20.847457627118644,30.0,1,True,True,False,False,False,False
0.0,9.0,1.0,0,2378.0,3.7846930193439867,30.0,0,False,False,False,False,True,False
0.0,104.0,0.0,0,5230.0,19.88527724665392,30.0,1,True,True,False,False,True,False
1.0,186.0,1.0,1,5167.0,35.99767756918909,30.0,1,True,True,False,False,True,False
0.7629382303839732,165.0,0.0,0,6567.0,25.12562814070352,30.0,1,True,True,False,False,True,False
2.0,262.5,1.0,1,10161.75,25.832164735404827,30.0,0,True,True,False,False,True,False
2.0,187.0,1.0,0,7750.0,24.129032258064516,40.0,1,True,True,True,True,False,False
3.0,150.0,1.0,0,6406.0,23.415547923821418,30.0,0,True,True,False,True,False,False
2.0,108.0,1.0,1,3620.0,29.834254143646408,7.0,1,True,True,False,False,True,False
0.0,136.0,0.0,0,5297.0,25.674910326599964,30.0,1,True,True,False,True,False,False
0.0,110.0,1.0,1,5968.0,18.431635388739945,30.0,1,True,False,False,False,True,False
1.0,107.0,1.0,1,4014.0,26.656701544593922,30.0,1,True,True,False,False,False,False
0.0,161.0,1.0,1,6099.0,26.397770126250204,30.0,1,True,False,False,False,True,False
2.0,205.0,1.0,1,6540.0,31.345565749235472,30.0,0,True,True,False,True,False,False
0.0,90.0,1.0,0,7596.0,11.848341232227488,30.0,1,True,False,False,False,True,False
0.0,36.0,1.0,1,3166.0,11.37081490840177,30.0,0,False,True,False,True,False,False
1.0,61.0,0.8413547237076648,0,1880.0,32.4468085106383,30.0,0,True,True,False,False,False,False
1.0,146.0,0.0,0,4704.0,31.037414965986393,30.0,1,True,True,False,False,False,False
1.0,172.0,1.0,0,7283.0,23.61664149388988,7.0,1,True,True,False,False,False,False
0.0,104.0,1.0,1,3819.0,27.232259753862266,30.0,1,True,True,False,False,True,False
0.0,70.0,1.0,1,2165.0,32.33256351039261,30.0,0,False,False,True,True,False,False
0.0,94.0,1.0,1,4750.0,19.789473684210527,30.0,0,True,False,False,True,False,False
2.0,106.0,0.0,0,2726.0,38.88481291269259,30.0,0,True,True,False,True,False,True
0.0,56.0,1.0,1,6416.0,8.728179551122194,15.0,1,True,True,False,True,False,False
2.0,205.0,1.0,0,6000.0,34.166666666666664,20.0,0,True,True,False,True,False,True
3.0,262.5,1.0,1,9357.0,28.053863417762102,30.0,0,True,False,False,True,False,True
0.0,142.0,1.0,1,7159.0,19.835172510127112,15.0,1,True,True,False,False,False,False
0.0,260.0,1.0,1,10161.75,25.58614411887716,30.0,0,True,True,False,False,True,True
0.0,110.0,1.0,1,3833.0,28.69814766501435,30.0,0,True,False,True,False,False,False
2.0,187.0,1.0,0,7383.0,25.328457266693757,30.0,1,True,True,True,False,False,True
0.7629382303839732,88.0,0.0,0,2987.0,29.46099765651155,30.0,0,True,False,False,True,False,False
0.0,180.0,1.0,1,9963.0,18.066847335140018,30.0,0,True,True,False,False,False,True
2.0,192.0,1.0,1,5780.0,33.21799307958477,30.0,0,True,True,False,False,True,False
3.0,262.5,0.8413547237076648,0,6176.0,42.50323834196891,15.0,1,False,False,False,False,True,False
0.0,155.0,1.0,1,5686.0,27.259936686598664,30.0,1,True,True,True,False,False,False
3.0,128.0,1.0,1,5703.0,22.44432754690514,30.0,0,True,True,False,False,True,False
0.0,172.0,1.0,1,7977.0,21.561990723329572,30.0,1,True,False,False,False,False,False
1.0,262.5,1.0,1,10161.75,25.832164735404827,30.0,0,False,True,False,True,False,False
0.0,146.36949152542374,1.0,0,6200.0,23.607982504100605,15.0,1,True,True,True,False,True,False
1.0,173.0,1.0,1,5900.0,29.322033898305083,30.0,1,True,True,False,True,False,False
